0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y
0.13998951,0.17467116,0.1292309,-0.17747408,-0.22600402,-0.14123623,-0.07570946,-0.15074986,-0.037347987,-0.069415264,0.53091913,-0.17049867,-0.07113252,-0.069827944,-0.18367249,0.011699867,-0.13691083,-0.062413674,0.05094576,-0.2752591,-0.12574708,0.4839826,-0.346427,0.0009118666,0.19587924,0.14538856,0.071914844,-0.3865479,0.21826781,-0.07506966,-0.1697765,0.25801677,0.49413022,-0.07097895,-0.02771114,0.0628927,0.21357256,0.35984087,-0.04903993,0.2504581,0.11802232,0.040450152,0.076766655,-0.22632158,0.13220955,-0.2613524,-0.17138678,0.13217716,0.4425119,0.24612363,0.34251544,0.018803976,0.12748957,0.24383517,0.07622447,0.21464767,0.1331935,-0.2337899,0.20231223,-0.024994427,-0.20383304,-0.10402285,-0.038973086,0.21741076,-0.24980845,-0.24128683,0.061131928,0.2155947,0.06863478,0.19791375,-0.07678602,-0.025689064,0.15932693,0.14784737,-0.24504401,-0.11353996,-0.095083944,-0.029698914,0.04091433,-0.39359173,0.19641785,0.04528555,0.0054873847,-0.053887397,-0.4621667,0.446066,-0.003714896,0.38999447,-0.051311154,-0.09320239,0.36544642,0.060268234,-0.11350578,-0.15741201,0.14083037,-0.40984464,0.26838267,0.35820165,-0.5071357,0.016304562,1.07
-0.03738279,0.114308566,-0.06457606,-0.046258964,-0.19037277,-0.029692141,-0.17218429,-0.08675886,-0.14371839,-0.27050325,0.41424587,-0.122156575,0.10141122,-0.16067463,-0.18964098,-0.019164782,-0.04962734,0.20067936,-0.13588879,-0.14004406,-0.2557843,0.16018997,-0.26578662,0.107426785,-0.04672836,-0.17651886,-0.08076092,-0.111519784,-0.03408611,0.09651367,-0.11104639,0.31903002,0.39188063,0.14511326,-0.14040627,-0.30409658,0.22192927,0.22379126,-0.19077249,0.3122803,0.25918275,-0.28569448,0.058535006,-0.16319822,-0.006485423,-0.2619356,-0.21972051,0.026371604,0.27243245,0.24621506,0.1210943,0.14818567,-0.09523931,-0.02772606,0.15325366,0.24883142,-0.047386922,-0.15355107,0.21157175,0.009150629,-0.05393723,-0.007607818,0.21425273,0.089999065,0.17535773,-0.20904222,-0.11342675,0.46846244,-0.091847345,0.34820095,-0.0060588475,-0.19398203,0.14538275,0.066488296,-0.2946367,-0.11492064,0.06244117,0.1518602,0.035093985,-0.33857056,0.37837517,0.23997647,0.2080871,-0.17615686,-0.42644027,0.25051555,0.12531139,0.5451842,0.0063023446,0.041410476,0.2731677,0.18448316,-0.16436769,-0.26852086,0.16820735,-0.48036692,-0.019681768,0.41848895,-0.12179029,-0.07768934,-4.14
0.08807297,0.17499374,-0.2034165,0.034199327,-0.2928705,-0.43064302,-0.12354072,-0.30258602,0.21389964,-0.21473424,-0.09913256,-0.3595593,0.41413862,-0.06574493,-0.26977557,0.16264865,0.19412367,0.08801341,-0.093264796,-0.09274119,-0.08768215,0.29527324,0.109357074,0.10584135,0.28204107,-0.39672607,-0.2399364,-0.13735196,0.1735741,-0.47006616,0.0802926,0.13793248,0.20363238,0.026274253,-0.37816694,-0.011700493,-0.06896799,0.27276415,-0.02063777,0.32427537,0.09797057,-0.2560646,0.1842235,0.028898995,-0.012973788,-0.077427074,-0.4812191,0.23417142,0.3786319,-0.027797151,0.41836232,-0.0032483996,-0.10526459,0.14888176,-0.13535184,0.067469195,0.052952908,0.078481935,0.28905985,-0.28697294,-0.4663616,-0.21861222,0.031034004,0.048484303,-0.26861945,-0.2940726,0.03817463,0.4602769,-0.10093071,-0.20241782,-0.15795824,-0.3852071,0.6451438,-0.21001382,-0.15097594,0.24201985,-0.24293765,0.1260182,-0.11050953,0.20688924,0.035771966,0.07275807,-0.16346645,-0.23552208,-0.2952984,0.19777839,0.22188842,0.57765937,0.039234214,0.052451074,0.5746291,0.14773355,0.3130381,-0.59946567,0.13733876,-0.21028908,-0.23488724,0.37574977,-0.52990836,-0.21569856,-2.68
0.0055108666,0.21186739,0.059376642,-0.16869217,-0.25867993,-0.19499022,-0.12287223,-0.09845974,-0.06886842,-0.096928924,0.32890683,-0.23960572,0.108694375,-0.17677751,-0.2064159,0.05268731,-0.16666192,0.11562608,0.033024404,-0.3592224,-0.17966233,0.2548269,-0.28638873,0.07064286,0.11930081,0.058235276,-0.05950725,-0.21066046,0.09463486,-0.1319853,-0.14224133,0.20919806,0.40864074,0.0658465,-0.24405463,-0.057402015,0.31789392,0.25526673,-0.0605966,0.17801414,0.1882445,-0.002424242,0.09504398,-0.16654605,-0.10604549,-0.23354954,-0.31342065,0.058612294,0.43344453,0.22858465,0.1574133,0.09831627,-0.006107982,0.025382921,0.12332053,0.3023407,-0.06301947,-0.09858097,0.19726908,0.011727054,-0.10800533,-0.06551348,0.12206439,0.002580529,-0.097527035,-0.2970574,0.0140919555,0.28392774,-0.1217854,0.24623977,-0.11126843,-0.1819021,0.19028066,0.11070094,-0.1519403,-0.10844121,0.030228805,0.14124489,-0.03462475,-0.36824095,0.22046585,0.06810012,0.011306124,-0.08474072,-0.29249096,0.3422401,0.044442207,0.4785664,0.10170145,-0.14336452,0.3226088,0.15248656,-0.20380391,-0.17749792,0.12989947,-0.39288276,0.13137002,0.38705605,-0.30402023,-0.15163952,-2.64
0.32224113,0.044183202,0.026383145,0.075177476,-0.1361665,-0.30028462,-0.27936348,-0.25453636,-0.13948224,-0.28620425,0.023624927,-0.151701,0.3653113,-0.08151891,-0.24857213,0.02296182,0.09822198,0.2791213,0.13778064,-0.17001571,-0.0028845689,0.2601739,0.0014140223,0.4500254,-0.029526578,-0.0063958997,-0.23177834,-0.10285684,0.24982409,-0.4069167,0.1508042,0.42220148,0.33438423,-0.12197868,-0.5128277,-0.15662418,0.55195916,0.30212167,-0.016196221,0.25151956,-0.017724168,-0.16892003,0.3729982,0.055312146,-0.031348508,-0.22274597,-0.6642722,0.19121298,0.3800051,-0.03744199,0.57544106,0.20994787,0.06327564,0.17189482,-0.19339229,0.011173441,-0.040718485,0.09635947,0.21506684,-0.104357824,-0.13699631,-0.3421385,0.02459834,0.116042696,-0.2644237,-0.1508659,0.15596215,0.055032633,-0.121609226,0.0049339915,-0.13106123,-0.42138314,0.37446117,-0.28924704,-0.25029105,-0.054769225,0.14533369,-0.07661752,-0.12677582,-0.08287705,0.025188455,-0.026091356,-0.205616,-0.31501752,-0.4596375,0.052901898,0.121066,0.85878843,0.060789797,0.08549219,0.3572269,0.23923847,0.25904682,-0.7224688,0.13007253,-0.23503399,-0.03709326,0.25429374,-0.39233655,-0.21604593,-7.96
0.2424518,-0.045130216,-0.1037219,0.10198118,0.0043460256,-0.31993732,-0.16112351,0.09626875,-0.060681947,-0.25225213,0.17475061,-0.4251723,0.2418082,-0.11650158,-0.22978647,-0.24751581,-0.20296597,0.17404875,0.06025676,-0.1396826,-0.1303142,0.3138947,-0.11131113,0.08057582,0.1097595,-0.33395392,-0.039484985,-0.25904134,0.29554352,0.033004332,0.16076168,0.1383535,0.36351642,0.23966125,-0.54590905,-0.3135088,0.4084325,0.24292688,-0.38132247,0.3679722,0.12603453,0.16265008,0.07220682,-0.0077643394,0.02213284,-0.3537738,-0.2942942,0.27058744,0.22771242,0.1418088,0.423425,0.03436509,0.03686303,-0.09669454,-0.029420849,0.036275197,-0.11176079,-0.282867,-0.01596223,0.114624105,0.036060117,0.22740312,0.15303841,0.3077888,-0.27389765,-0.3541937,-0.18027066,0.21043281,-0.15554765,0.07677889,-0.30834106,-0.2691005,0.38707265,-0.20322783,0.08329104,-0.02711013,0.06090061,-0.11660452,-0.18802536,-0.18673368,0.32652983,0.263448,0.09642662,-0.2619118,-0.26755735,-0.0067860954,0.11702978,0.5321971,-0.04562852,-0.25068936,0.4555005,0.08019271,0.1043601,-0.09038899,0.2809001,-0.2770051,0.26137495,0.42612356,-0.5883084,-0.036234252,-1.41
0.3028815,-0.027374206,-0.19779123,0.05282149,-0.104159355,-0.2784555,-0.3125927,-0.01673618,0.13934843,-0.18250562,0.20651883,-0.40818968,0.26438272,-0.13440356,-0.3459808,-0.15767393,-0.1718875,0.06194517,0.13831878,-0.142391,-0.14645906,0.315878,-0.034600493,0.22254767,0.025775826,-0.11799338,-0.09683863,-0.28018245,0.2546533,-0.128268,0.19119053,0.13235539,0.27023944,-0.0924365,-0.6032636,-0.20836918,0.39445147,0.23976184,-0.24465513,0.2769472,0.036102705,0.16336404,0.24443924,0.120509416,-0.092074305,-0.20081562,-0.45702887,0.2653506,0.29941988,0.15765479,0.3526539,0.16558714,0.04584341,-0.081759565,-0.030568628,-0.008011806,-0.13918476,-0.010464508,0.20768918,0.11821715,-0.10547166,0.07280292,0.07729208,0.117334165,-0.35547683,-0.26222613,-0.15155648,0.1296562,-0.03956672,0.031047402,-0.20290668,-0.34579667,0.42169797,-0.40235987,-0.04943474,-0.013348818,0.044718023,-0.077599734,-0.11969098,-0.049466763,0.17678845,0.06827886,-0.10649922,-0.07166279,-0.42888972,0.039852742,0.18678133,0.68221426,0.0044682417,-0.21974988,0.3899362,0.14610736,0.21055496,-0.3767124,0.2800516,-0.12799484,-0.018647132,0.348765,-0.7093641,-0.1961302,-0.47
0.08541797,0.04423024,-0.21264021,-0.10244935,-0.1787366,-0.18017954,-0.052893586,-0.091999084,-0.14097515,-0.28225076,0.49536723,-0.20134917,0.13917829,-0.09805043,-0.2103221,0.023277175,-0.045189515,0.1445763,-0.15411362,-0.24170618,-0.19198023,0.018824335,-0.28738853,0.040279116,-0.0022866316,-0.23813637,-0.03069636,-0.15974602,-0.09589554,0.23000923,-0.1583572,0.21601692,0.33485734,0.1531182,-0.025200281,-0.26266968,0.20456459,0.11287794,-0.18576711,0.25614125,0.39512134,-0.27849293,0.109315366,-0.25983012,-0.074222125,-0.13997224,-0.24215285,0.07743059,0.31722885,0.1729093,0.15793777,-0.010025285,-0.0046940185,-0.013651125,0.36304498,0.13854861,-0.06867459,-0.21005748,0.1322926,0.004830515,-0.10977042,-0.07193072,0.15228131,0.01655354,0.051174596,-0.28004062,-0.17774126,0.40205878,-0.1893377,0.3395468,-0.05630338,-0.26505062,0.15338686,0.06331933,-0.3155833,-0.09499492,0.09094808,-0.026855651,0.041653022,-0.23495048,0.3590587,0.18203083,0.18413116,-0.106602676,-0.4631448,0.25239405,0.07032249,0.61565053,0.058572944,0.033580214,0.21293016,0.104973555,-0.21999125,-0.43006602,0.15972768,-0.49713665,-0.036745913,0.303868,-0.14538212,-0.03376055,-1.0
0.22279009,0.06736536,-0.18463242,-0.050530925,-0.009849309,-0.16329043,-0.04284304,-0.23126782,-0.07578452,-0.31039688,0.20135884,-0.32763186,0.08985437,-0.111312054,-0.25104123,-0.16021794,-0.111511834,0.14483298,0.003819795,-0.11114738,-0.15644816,0.04026659,-0.017401332,0.035805523,0.16727652,-0.06369413,-0.13521923,-0.13965943,0.2861852,-0.0835292,-0.013236594,0.17401588,0.31452325,0.2613892,-0.31977588,-0.2616344,0.36992604,0.115381494,-0.35326257,0.2724456,0.19121265,-0.1163372,0.20174861,0.06362917,-0.12100766,-0.3924838,-0.30470678,0.27567583,0.46636304,0.08396021,0.2964612,0.22964166,-0.021706823,-0.11508392,0.09948694,0.20930967,-0.062014133,-0.009780672,-0.063848995,0.15984105,0.011902734,-0.06866186,0.10589251,0.048602976,-0.21862233,-0.12669577,-0.032668997,0.21431236,-0.022328803,0.07487024,-0.010384462,-0.2679167,0.3704543,-0.16446425,-0.02173303,0.11338102,0.121826194,0.15889408,0.034699727,-0.25118956,0.064258456,0.18905361,-0.08351324,-0.135861,-0.42375746,0.02383868,0.13664655,0.55907977,-0.04318918,-0.02990679,0.3112482,0.04709133,-0.08806746,-0.15550579,0.34625354,-0.2425247,0.09408265,0.22843511,-0.33149904,-0.07302162,-3.64
0.31793335,0.03604888,-0.07042881,0.086540945,-0.104564525,-0.2655446,-0.28469503,-0.19638161,-0.068588376,-0.3024718,0.05381066,-0.2113676,0.33587328,-0.08283911,-0.22554006,-0.061502174,0.025407547,0.1731226,0.15913217,-0.22274983,-0.055237036,0.31298903,-0.04296213,0.32685626,-0.02991098,-0.03282714,-0.17210431,-0.16632965,0.2416919,-0.31774095,0.19173925,0.38192117,0.32692105,-0.10111455,-0.5373701,-0.16265525,0.46129143,0.27779898,-0.12750424,0.29017052,-0.004186563,-0.050450962,0.298224,0.051458884,-0.05421735,-0.19906338,-0.6138348,0.2088126,0.33726212,0.02058888,0.452044,0.19838727,0.088815294,0.11423549,-0.14703806,-0.01071279,-0.05638036,0.08928988,0.18580206,-0.05491283,-0.10195035,-0.19283225,0.039173428,0.110259116,-0.2787918,-0.20907195,0.013829027,0.052851487,-0.13379706,-0.03202219,-0.17253017,-0.37961754,0.37090087,-0.3048267,-0.11869497,-0.042113084,0.08348485,-0.07513056,-0.13353656,-0.08614341,0.0725064,0.0003528533,-0.18983151,-0.3251671,-0.42444476,0.047662098,0.07071141,0.8185541,0.043554228,-0.039327156,0.3769568,0.14964864,0.2804867,-0.6290824,0.14905654,-0.24527375,-0.0050321124,0.31089094,-0.50570357,-0.16083242,-2.94
